1046;Комсомольский;53,5;49,5;4;5;6;4;4;5;6;4
1047;Актуши;53,5;48,9;7;7;20;7;7;7;8;7
1048;Сосновый Солонец;53,3;49,5;5;4;5;6;6;6;6;5
1049;Кротовка;53,3;51,2;7;20;8;8;7;7;7;7
1050;Куйбышев, обсерватория (пзм);53,3;50,2;7;6;7;7;6;6;6;7
1051;Куйбышев, ГМС;53,3;50,5;8;8;5;5;7;7;7;8
1052;Сызрань;53,2;48,5;5;5;6;6;6;6;5;5
1053;Марычевка;53;51,6;6;5;5;7;7;7;5;6
1054;Безенчук;53;49,4;5;7;7;7;6;7;6;7
1055;Аглос;52,9;50,1;6;6;6;6;6;6;6;6
1056;Зерносовхоз им. Ленина;52,8;50,2;6;5;6;6;6;6;6;6
1057;"Зерносовхоз ""Авангард""";52,7;51,5;6;7;8;7;5;7;7;4
1058;Марьевка;52,6;49,5;7;8;8;8;6;7;7;8
1059;Большая Глушица;52,4;50,5;7;7;6;6;8;7;8;6
1060;Наровчат;53,9;43,7;6;6;7;6;6;6;6;6
1061;Анучино;53,8;44,9;6;6;5;4;4;4;4;5
1062;Нижний Ломов;53,5;43,7;7;6;5;6;5;5;6;7
1063;Земетчино;53,5;42,6;5;5;5;5;5;5;5;5
1065;Мокшан;53,4;44,6;5;5;5;5;4;4;4;4
1067;Городище;53,3;45,7;6;7;6;7;8;8;6;7
1068;Каменка-Белинская;53,2;44,1;6;6;6;6;7;7;6;5
1069;Пенза, город;53,2;45;4;13;4;4;5;4;8;4
1070;Кузнецк, ж. д.;53,1;46,6;5;6;5;7;8;7;6;7
1071;Кузнецк, ГМС;53,1;46,5;6;6;7;7;7;7;7;6
1072;Белинский;52,9;43,4;6;6;13;4;4;4;5;5
1073;Руccкий Камешкир;52,9;46,1;6;7;7;7;5;6;6;6
1074;Кондоль;52,8;45,1;7;7;7;6;5;5;6;6
1075;Лопатино;52,6;45,8;5;6;6;8;8;8;5;6
1076;Абдулино;53,7;53,7;5;6;6;6;5;5;6;8
1077;Бугуруслан;53,7;52,4;5;5;6;5;5;5;6;6
1078;Бугуруслан, ГМС;53,6;52,4;7;7;7;7;8;7;7;7
1079;Троицкое;53,3;56,4;7;8;7;7;7;7;7;7
1081;Пономаревский зерносовхоз;53,3;54,1;6;7;7;7;7;7;7;6
1083;Шарлык;52,9;54,7;5;5;5;6;6;6;7;7
1084;Елшанка;52,9;52;6;6;7;7;7;7;8;7
1085;Бузулук,ж.д.;52,8;52,3;8;8;7;6;6;7;8;7
1086;Бузулук.агрометстанция;52,7;52,3;7;8;5;7;7;7;7;7
1089;Сорочинск;52,4;53,1;6;7;6;7;8;8;8;7
1090;Октябрьское;52,4;55,5;7;7;7;7;7;7;7;8
1091;Троицкое(раионное);52,3;52,8;6;6;8;8;6;6;8;7
1092;Андреевка;53,2;51,9;6;7;7;6;7;6;6;7
1093;Зерносовхов им. Кирова;52,1;59,7;8;7;7;6;7;8;7;7
1094;Ново-Сергиевка;52,1;53,6;5;6;6;5;5;6;6;6
1095;Айдырля;51,9;59,9;5;5;6;6;7;6;7;5
1096;Чебеньки;51,9;55,7;6;6;6;6;6;7;7;7
1097;Сырт;51,9;54,5;5;5;5;5;5;5;5;5
1098;Мясосовхоз им. Калинина;51,8;52,6;6;6;7;7;4;5;6;5
1099;Оренбург,ГМС;51,7;55,1;6;6;7;7;4;5;6;5
1100;Оренбург,учебное хозяйство;51,7;55,1;8;7;5;5;6;5;7;7
1101;Оренбург, город;51,8;55,1;5;7;5;6;6;5;6;5
1102;Ириклинский;51,7;58,7;6;6;7;6;4;5;4;5
1103;Тепловка;51,5;51,5;7;8;7;7;6;6;6;7
1104;Илек;51,5;53,4;6;6;6;5;5;5;5;5
1105;Адамовка;51,5;59,9;6;7;7;6;7;6;7;7
1106;Кувандык;51,5;57,4;6;5;5;6;6;6;5;6
1107;Сара;51,5;57,9;7;6;6;6;4;5;7;7
1108;Беляевка;51,4;56,5;5;5;6;6;6;6;6;5
1109;Орск;51,3;58,6;7;5;6;5;7;8;6;6
1110;Соль-Илецк;51,1;55;8;7;6;6;6;6;5;7
1111;Ак-Булак;51;55,6;5;6;6;6;5;5;5;5
1112;Буранное;50,9;54,5;7;7;6;7;7;7;7;7
1113;Еленовка;50,9;59,8;8;7;6;6;6;6;7;7
1114;Домбаровский;50,8;59,6;6;6;7;6;7;7;7;7
1115;Хвалынск;52,5;48,1;5;5;5;5;6;6;6;6
1116;Черкасское;52,4;47,2;5;5;5;4;4;5;5;6
1117;Карабулак;52,3;46,4;5;5;5;4;4;5;5;6
1118;Петровск;52,3;45,4;7;7;7;6;8;6;7;7
1119;Ртищево;52,3;43,8;5;5;5;5;4;4;5;5
1120;Привольская;52,1;47,4;5;5;4;5;4;4;4;6
1121;Пугачев;52;48,8;8;7;7;7;7;7;7;8
1122;Ростоши;51,9;43,7;5;5;7;6;6;5;4;4
1124;Перелюб;51,9;50,3;7;6;7;7;7;8;8;8
1125;Маркс;51,7;46,7;6;6;7;6;7;7;6;5
1126;Октябрьский Городок;51,6;45,5;8;7;6;6;6;7;7;8
1127;Саратов, оп. поле;51,6;46;6;7;6;4;4;5;8;7
1128;Балашов, ж.д.;51,6;43,2;7;7;5;6;6;6;6;6
1129;Гусевка;51,5;43,7;7;7;6;6;5;5;5;7
1130;Знгельс;51,5;46,1;5;5;5;5;5;5;6;6
1131;Зерносовхоз Федоровский;51,5;47,7;7;6;5;6;7;7;7;6
1132;Ершов;51,4;48,3;7;7;7;6;6;6;5;6
1133;Урбах;51,3;46,9;7;6;6;6;6;7;7;7
1135;Сплавнуха;51,1;45,4;5;7;6;5;7;8;6;8
1136;Красный Кут, ГМС;50,9;46,8;7;7;6;6;6;6;7;7
1137;Орлов-Гай;50,9;48,2;5;5;6;6;5;6;5;6
1139;Золотое;50,8;45,9;6;6;6;7;7;5;8;6
1140;Малый Увень;50,6;47,6;6;6;5;6;7;6;7;7
1141;Новоузенск;50,4;48,1;6;6;6;7;7;7;7;7
1142;Александров-Гай;50,2;48,6;7;6;7;6;6;6;7;7
1143;Сенгилей (после заполн. вдх.);54;48,8;5;5;6;6;8;8;8;8
1144;Куйбышев, обсерватория (зм);53,3;50,2;5;5;5;6;5;5;6;6
1148;Хоперский;51;42,8;7;7;7;7;7;7;7;7
1149;Елань;50,9;43,8;5;6;5;6;6;6;6;6
1150;Урюпинск;50,8;42;6;6;6;5;5;6;6;6
1151;Урюпинск, город;50,8;42;4;5;4;5;5;5;5;5
1152;Рудня;50,8;44,6;4;4;4;4;4;4;4;4
1153;Новоаннинский;50,5;42,7;7;7;7;6;6;6;7;7
1154;Панфилово;50,4;42,9;5;6;5;6;5;6;5;6
1155;Костычевка;50,4;46,5;7;6;6;7;6;6;6;7
1156;Даниловка;50,4;44,1;4;5;5;5;4;5;6;6
1157;Динамо;50,3;41,7;4;4;4;4;4;6;7;6
1158;Михайловка;50,1;43,3;5;6;5;6;5;6;5;6
1159;Камышин;50;45,4;6;6;6;6;6;6;6;6
1160;Палласовка;50,1;46,9;5;6;5;6;5;6;6;6
1161;Ольховка;49,9;44,6;6;5;5;6;6;6;6;6
1162;Фролово;49,8;43,7;5;4;5;4;5;5;5;5
1163;Быково;49,6;45,3;6;6;6;6;6;6;6;6
1164;Серафимович;49,6;42,8;7;5;4;4;4;5;4;7
1165;Горный Балыклей;49,6;45,1;5;5;6;6;5;5;5;5
1166;Клетская;49,3;43,1;6;6;6;6;6;6;4;6
1167;Иловля;49,3;44;5;5;5;5;6;6;5;5
1168;Булухта;49,2;46,2;6;6;5;6;6;6;6;6
1169;Эльтон;49,1;46,9;7;7;6;7;7;7;9;7
1170;Дубовка;49,2;44,8;7;7;8;9;8;7;8;8
1171;Волгоград,  ГМО;48,8;44,7;7;7;7;7;7;9;7;7
1172;Волгоград, Гумрак;48,8;44,4;6;5;6;5;5;6;6;6
1173;Калач-на-Дону;48,7;43,5;5;6;7;6;5;6;7;6
1174;Нижний Чир;48,4;43,1;5;5;9;5;5;5;5;5
1175;Гнилоаксайская;48,1;43,9;4;5;5;5;6;6;5;5
1176;Красноярский;47,9;43,1;7;7;6;7;7;10;10;7
1177;Котельниково;47,6;43,2;6;5;5;5;6;5;5;5
1178;Каэанская;49,8;41,2;5;5;5;5;7;5;5;5
1179;Вешенская;49,6;41,7;5;6;5;6;5;6;5;6
1180;Чертково;49,4;40,2;6;6;6;6;6;4;4;4
1181;Боковская;49,2;41,8;7;7;7;7;7;7;7;7
1182;Миллерово;48,9;40,5;5;6;6;6;8;6;6;6
1183;Индустрия;48,7;41,2;13;7;7;7;6;7;7;7
1184;Обливская;48,5;42,5;4;4;6;6;5;5;6;6
1185;Морозовск;48,4;41,9;7;7;6;7;6;7;7;7
1186;Каменск-Шахтинский;48,3;40,3;4;4;4;4;4;4;4;4
1187;Блая Калитва;48,2;40,8;6;6;6;6;6;6;6;6
1188;Лихая;48,2;40,2;7;7;6;7;6;6;7;8
1189;Цимлянск;47,7;42,2;6;6;6;7;7;7;7;7
1190;Лысогорка;47,7;39,3;7;7;7;7;7;6;6;6
1191;Шахты;47,7;40,3;5;5;5;8;8;7;7;8
1192;Цимлянск;47,6;42,1;6;6;5;5;5;6;6;6
1193;Цимлянск, ГМО;47,7;42,1;5;6;8;6;7;6;6;6
1194;Константиновский;47,6;41,1;4;4;4;4;4;4;4;4
1195;Матвеев Курган;47,6;38,9;7;7;5;7;7;7;5;7
1196;Дубовское, ГМО;47,4;42,7;6;6;6;6;6;6;6;6
1197;Ростов-на-Дону, ГМО;47,3;39,7;6;7;7;7;7;7;7;7
1198;Ростов-на-Дону;47,2;39,8;6;7;6;7;7;6;5;6
1199;Мартыновка;47,2;41,7;6;6;6;6;6;6;6;7
1200;Таганрог,маяк;47,2;39;5;5;5;9;5;5;5;5
1201;Таганрог;47,2;38,9;7;6;6;6;9;5;6;7
1202;Веселовская;47,2;40,4;6;5;5;5;5;5;5;5
1203;Мартыновский винсовхоз;47,2;41,2;6;6;7;6;6;6;7;6
1204;Зимовники;47,2;42,5;7;7;7;7;7;7;7;6
1205;Азов;47,1;39,6;5;10;10;5;4;4;6;6
1206;Заветное;47,1;43,9;5;5;5;5;5;5;5;5
1207;Веселый;47,1;40,8;5;6;6;6;6;6;6;6
1208;Маргаритовка;46,9;38,9;6;6;7;5;5;7;7;6
1209;Мокрый Гашун;46,9;42,7;6;6;7;5;5;7;7;6
1210;Зерноград;46,8;40,3;6;6;5;6;5;6;5;6
1211;Островянский;46,8;42,2;5;5;5;6;6;5;5;5
1212;Ленинский лесхоз;46,7;39,1;5;5;5;5;5;5;5;5
1213;Пролетарская;46,7;41,7;5;5;5;5;5;5;5;5
1214;Ремонтное;46,6;43,7;5;5;5;5;5;5;4;5
1215;Целина;46,6;41,1;4;6;4;5;5;5;4;4
1216;Гигант;46,5;41,3;7;7;8;8;8;7;7;7
1217;Сальск;46,5;41,5;6;6;5;5;6;6;6;6
1218;Маныч-Грузкое;46,4;42,7;7;6;4;5;10;6;6;6
1219;Капустин Яр;48,6;45,7;7;7;7;7;7;6;6;7
1220;Верхний Баскуичак;48,2;46,7;5;7;5;7;6;7;6;7
1221;Черный Яр;48,1;46,1;6;7;8;7;7;7;7;7
1222;Никольское;47,8;46,4;5;6;6;5;6;7;7;5
1223;Кордон;47,5;47,8;6;5;4;5;6;6;6;6
1224;Харабали;47,4;47,3;5;6;7;6;7;6;5;6
1225;Енотаевка;47,2;47;6;7;6;7;6;7;6;7
1226;Доcанг;46,9;47,9;7;7;6;7;7;7;7;7
1227;Астрахань, ГМО;46,4;48;5;6;6;6;6;7;8;7
1228;Астрахань;46,4;48,1;7;7;6;7;7;7;7;7
1229;Зеленга;46,2;48,6;6;6;5;7;8;6;5;7
1230;Укатный, остров;45,9;49,6;7;7;7;7;10;5;10;7
1231;Караульное;45,9;48,1;6;6;7;7;7;6;8;7
1232;Дамчик;45,9;47,9;6;7;6;7;10;7;7;7
1233;Лиман;45,8;47,2;5;6;5;6;6;6;6;6
1234;Бирючья Коса;45,7;47,6;8;6;4;6;5;6;4;6
1235;Чистая Банка, остров;45;47,6;10;10;10;10;10;10;6;10
1237;Малые Дербеты;47,9;44,7;6;7;7;7;7;7;6;7
1238;Аршань-Зельмень;47,6;44,5;6;6;7;7;7;7;6;6
1239;Советское;42,9;45,7;7;7;7;7;8;8;8;8
1240;Юста;47,1;46,3;7;7;7;7;6;6;7;7
1241;Сарпа;47,1;45,5;7;7;6;7;7;7;6;6
1242;Утта;46,4;46;6;6;7;7;6;7;7;6
1243;Элиста;46,3;44,2;6;6;6;6;6;6;6;6
1244;Хулхута;46,3;46,4;7;7;7;7;6;5;7;5
1245;Яшкуль;46,2;45,4;7;7;7;7;7;6;7;6
1246;Башанта;46,1;41,9;7;7;7;6;6;6;7;7
1247;Красный Коневод;45,9;46,3;6;7;7;7;7;7;7;7
1248;Адык;45,8;45,7;6;7;7;6;7;7;6;7
1249;Нарын-Худук;45,4;46,6;7;7;6;5;7;7;5;6
1250;Каспийский;45,4;47,4;6;7;7;7;6;6;5;6
1251;Комсомольский;45,4;46;6;6;5;6;7;7;7;6
1252;Артезиан;44,9;46,7;6;6;5;6;7;7;7;6
1253;Ейск;46,7;38,3;6;6;5;5;5;5;9;6
1254;Должанка;46,6;37,8;5;6;7;6;5;5;10;6
1255;Кущевская;46,6;39,6;6;6;6;6;6;6;6;6
1256;Старо-Минская;46,5;39,1;6;6;6;5;6;5;6;6
1257;Камышеватская;46,4;37,9;5;6;5;6;10;6;5;6
1258;Сосыка;46,1;39,8;5;6;5;6;5;6;5;6
1259;Белоглинская;46,1;40,9;5;5;6;7;7;7;7;5
1260;Каневская;46,1;38,9;7;7;5;7;7;6;7;7
1261;Приморско-Ахтарск;46;38,2;5;6;5;6;6;7;10;6
1262;Тихорецк;45,9;40,1;5;6;6;7;7;7;6;5
1263;Тимашевская;45,6;38,9;5;6;5;6;5;6;5;6
1264;Выселки;45,6;39,6;7;6;7;6;7;6;6;6
1265;Демин-Ерик;45,6;38,1;6;6;6;7;8;7;7;7
1266;Кореновск;45,5;39,5;7;7;7;7;7;6;6;7
1267;Кропоткйн;45,4;40,6;6;5;6;5;5;6;7;7
1268;Первомайская;45,3;40,7;5;5;6;6;7;7;7;6
1269;Темрюк;45,3;37,4;10;7;6;7;7;7;7;7
1270;Славянск-на-Кубани;45,3;38,1;8;6;6;5;6;6;6;5
1271;Усть-Лабинск;45,2;39,7;6;5;5;6;5;6;5;6
1272;Тамань;45,2;36,7;8;6;8;5;5;5;6;5
1273;Темиргоевская;45,1;40,3;6;7;6;6;6;6;7;7
1274;Краснодар;45;39,2;6;7;7;6;5;6;6;7
1275;Майкоп;44,6;40,1;7;7;7;7;7;6;6;7
1276;Краснодар, Пашковская;45,1;39;5;6;6;7;7;7;7;7
1277;Армавир;45;41,2;5;5;5;6;6;6;5;5
1278;Крымск;44,9;38;6;7;6;7;7;7;7;7
1279;Анапа;44,9;37,3;10;10;6;5;5;5;5;10
1280;Курганная;44,9;40,6;6;6;7;7;6;7;6;7
1281;Мархотский Перевал;44,8;37,8;5;5;5;13;5;9;9;13
1282;Белореченск;44,8;39,9;6;7;7;7;7;7;6;7
1283;Новороссийск;44,7;37,8;7;8;8;8;11;8;7;6
1284;Абрау-Дюрсо;44,7;37,6;11;11;11;11;11;11;11;11
1285;Лабинск;44,6;40,7;7;7;7;7;6;7;6;6
1286;Горячий Ключ;44,6;39,1;7;7;11;11;11;11;11;11
1287;Геленджик;44,6;38;7;7;7;6;6;11;7;7
1288;Отрадная;44,4;41,5;5;6;5;5;7;7;7;7
1289;Джубга;44,3;38,7;6;7;11;6;11;11;11;7
1290;Гойтх;44,3;39,3;6;11;8;8;11;11;8;8
1291;Даховскан;44,2;40,2;6;7;8;7;8;8;7;6
1292;Псебай;44,1;40,8;6;5;5;6;7;7;7;6
1293;Туапсе;44,1;39,1;4;5;8;9;9;6;4;5
1294;Зубровый Парк;44;40,4;11;11;11;11;11;11;11;11
1295;Бурное;44;40,7;7;8;8;6;7;8;6;8
1296;Гузерипль;44;40,1;11;11;11;11;11;11;11;11
1297;Ачишхо;43,7;40,2;11;11;11;11;11;11;11;11
1298;Красная Поляна;43,6;40,2;4;4;4;7;6;7;8;7
1299;Калиновкое Озеро;43,7;39,9;7;7;7;7;7;7;7;7
1300;Сочи,оп.ст.;43,4;39,9;4;4;8;4;8;8;8;8
1301;Адлер;43,4;39,9;5;5;5;5;5;5;5;5
1302;Адлер , город;43,3;40;7;6;7;7;10;10;10;10
1303;Большая Джалга;45,9;42,7;5;5;5;5;5;5;5;5
1304;Дивное;45,9;43,4;7;7;7;7;6;5;5;6
1305;Красногвардейское;45,9;41,5;5;6;5;6;7;7;7;6
1306;Труновскос;45,5;42,1;7;7;7;7;7;7;6;6
1307;Ново-Александровская;45,5;41,2;6;7;7;7;5;6;5;6
1308;Арзгир;45,4;44,2;6;7;7;6;6;6;7;7
1309;Изобильный;45,4;41,7;7;7;6;7;5;7;6;7
1310;Светлоград (Петровское);45,4;42,9;8;8;7;8;8;8;8;4
1311;Светлоград (Петровское),агр;45,4;42,9;8;8;6;8;7;7;8;6
1312;Благодарное;45,1;43,4;7;7;7;7;6;7;7;7
1313;Ставрополь;45;42;6;6;6;6;6;6;6;6
1314;Сергиевка;44,9;42,7;8;8;8;8;8;7;8;8
1315;Величаевское;44,9;45,1;6;6;6;6;5;6;6;6
1316;Прикумск;44,8;44,1;7;7;5;6;5;7;7;7
1317;Новоселицкое;44,8;43,5;8;8;8;8;6;8;8;8
1318;Александровское;44,7;43;8;7;7;7;6;7;7;7
1319;Невинномысск;44,6;41,9;7;7;7;7;7;7;6;7
1320;Киан;44,6;42,2;5;6;5;6;6;6;6;6
1321;Ачикулак;44,6;44,8;7;7;6;7;6;7;7;7
1322;Курсавка;44,5;42,5;6;6;6;7;6;8;8;8
1323;Зеленокумск(Ново-Григорьевск);44,4;43,9;6;6;6;6;6;6;6;6
1324;Ольгино;43,4;44,4;7;7;7;7;7;7;7;6
1325;Черкесск;44,2;42,1;7;7;7;6;5;6;5;6
1326;Зеленчукская;43,9;41,6;6;6;7;8;7;8;8;13
1327;Карачаевск;43,8;41,9;8;8;8;8;8;8;11;11
1328;Шаджатмаз;43,7;42,7;6;6;6;6;6;6;6;6
1329;Бермамыт;43,7;42,4;6;6;6;6;6;6;6;6
1330;Архыз;43,6;41,3;11;11;11;11;11;11;11;11
1331;Теберда;43,5;41,5;6;6;11;6;11;6;11;6
1332;Учкулан;43,5;42,1;11;11;11;11;11;11;11;11
1333;Клухорский Перевал;43,3;41,8;11;11;11;11;11;11;11;11
1334;Минеральные Воды;44,2;43,1;8;7;7;8;8;8;8;7
1335;Овцесовхоз  8;44,2;45,2;7;7;7;7;6;7;7;7
1336;Железноводск;44,2;43,1;7;7;7;6;6;7;6;6
1337;Георгиевск;44,2;43,5;7;7;7;6;6;7;6;6
1338;Золотушка;44,1;42,9;7;7;7;6;7;7;6;6
1339;Ново-Пятигорск;44;43;7;7;7;7;6;6;7;7
1340;Ессентуки;44;42,9;5;5;5;5;5;5;5;5
1341;Пятигорск;44;43,1;13;6;6;6;5;6;6;4
1342;Ново-Павловская;43,9;43,6;5;5;5;6;6;5;5;5
1343;Кисловодск;43,9;42,7;8;8;8;8;8;8;8;8
1344;Наурская;43,7;45,3;5;5;7;7;6;7;7;5
1345;Шелковская;43,5;46,3;5;7;5;7;6;7;5;6
1346;Грозный;43,3;45,7;7;7;6;7;7;7;7;7
1347;Гудермес;43,4;46,1;7;7;7;7;6;7;7;7
1348;Орджоникидзевская;43,3;45,1;5;5;6;5;5;7;7;6
1349;Урус-Мартан;43,1;45,6;5;7;7;7;7;7;7;6
1350;Ведено;42,9;46,1;7;7;11;6;8;8;11;7
1351;Советское;42,9;45,7;11;8;11;11;11;8;8;8
1352;Дарьяли;42,8;44,6;11;11;11;11;11;11;11;11
1353;Прохладная;43,8;44,1;7;7;6;7;6;7;6;7
1354;Каменномостское;43,7;43,1;7;7;7;7;6;7;7;7
1355;Баксан;43,7;43,5;5;7;6;7;5;7;5;7
1356;Нальчик;43,5;43,6;7;7;5;6;7;12;7;7
1357;Терек;43,5;44,2;5;5;6;6;5;5;5;5
1359;Моздок;43,7;44,7;6;6;6;6;6;6;6;6
1360;Заманкул;43,3;44,4;7;7;7;7;7;7;6;5
1361;Чикола;43,2;43,9;11;11;6;11;11;6;11;11
1362;Михайловская Колонка;43,1;44,6;7;7;7;7;6;6;6;6
1363;Алагир;43;44,2;6;6;6;6;6;6;6;6
1364;Орджоникидзе;43;44,7;7;7;7;11;7;11;5;5
1365;Даргавс;42,9;44,4;11;11;11;11;11;11;11;11
1366;Местиа, ГМС;43,1;42,8;6;6;6;6;6;7;7;6
1367;Бечо;43;42,6;6;7;11;11;6;7;11;6
1368;Xаиши;42,9;42,2;11;6;11;6;11;11;6;11
1369;Корулдаши;42,9;43,2;11;11;11;6;7;6;11;11
1370;Лебарде;42,7;42,5;11;11;11;11;6;7;6;11
1371;Джвари;42,7;42,1;6;6;6;7;7;7;6;6
1372;Шови;42,7;43,7;11;11;6;6;6;7;6;6
1373;Мамисонский перевал;42,7;43,8;5;4;4;5;4;4;5;5
1374;Казбеги,в/г;42,7;44,5;11;5;5;6;6;5;4;11
1375;Казбеги;42,7;44,7;6;11;11;11;7;11;11;6
1376;Мухури;42,7;42,2;6;6;5;6;6;6;7;6
1377;Цагери, ГМС;42,7;42,8;7;7;7;7;7;7;7;7
1378;Цаленджиха;42,6;42,1;6;7;6;6;6;7;6;6
1379;Они;42,6;43,6;6;7;6;6;6;7;7;6
1381;Коби;42,6;44,6;7;6;11;11;11;7;11;11
1382;Зугдиди;42,5;41,9;7;7;7;7;7;7;7;7
1383;Диди-Чкони;42,5;42,3;7;7;8;8;7;7;7;7
1384;Амбролаури, ГМС;42,5;43,2;6;6;7;7;6;6;7;7
1385;Крестовый перевал;42,5;44,6;6;6;6;6;8;7;6;11
1386;Бурсачили;42,5;44,7;6;6;7;7;7;7;7;6
1387;Ахути;42,5;42,2;5;5;4;4;5;5;5;5
1388;Гудаури;42,5;44,5;12;6;6;7;7;7;7;12
1389;Барисахо;42,5;44,9;7;11;6;11;6;11;11;11
1390;Зеда-Горди;42,6;42,5;6;6;6;6;6;6;6;6
1391;Xерга (Синатле);42,4;43,1;7;7;7;7;7;7;7;7
1392;Наразени;42,5;42;7;7;7;7;6;6;6;6
1393;Кведа-Горди;42,6;42,5;4;4;4;4;5;5;5;4
1394;Гегечкори;42,4;42,4;7;7;7;7;7;7;7;7
1395;Квешети;42,4;44,6;11;6;7;6;11;6;7;6
1396;Анаклиа;42,4;41,6;7;7;7;10;10;10;10;10
1397;Омало;42,4;45,7;6;6;7;6;6;6;6;6
1398;Xета;42,4;41,9;6;6;6;7;7;7;7;7
1399;Орпири;42,4;42,8;5;6;5;5;5;6;5;5
1400;Сачхере;42,4;43,4;6;7;7;7;7;7;7;6
1401;Пасанаури;42,4;44,7;6;11;11;7;11;11;11;6
1402;Цулукидзе;42,3;42,4;7;7;7;7;7;7;7;7
1403;Цхалтубо;42,3;42,6;6;6;6;7;7;7;7;6
1404;Ткибули;42,4;42,9;11;11;6;7;8;6;7;11
1405;Цхакая, агро;42,3;42,1;5;5;6;6;6;7;7;6
1406;Кутаиси, ГМС;42,2;42,6;6;6;7;7;7;7;7;7
1407;Корбоули;42,2;43,5;8;8;8;8;8;8;8;8
1408;Техура;42,2;42,1;7;7;7;7;7;7;7;7
1409;Самтредиа;42,2;42,4;7;7;7;7;7;7;7;7
1410;Джоколо;42,2;45,3;6;6;6;6;7;7;6;6
1411;Поти, порт;42,2;41,7;6;6;6;6;7;10;10;10
1412;Поти, парк;42,1;41,6;7;7;7;7;10;10;10;10
1413;Сакара;42,1;43;7;7;7;7;7;7;7;7
1414;Тианети;42,1;44,9;6;6;5;6;6;5;5;6
1415;Ланчхути;42,1;42;6;6;6;6;5;6;7;7
1416;Дими;42,1;42,8;6;6;5;5;5;6;6;6
1417;Душети;42,1;44,7;7;6;6;6;8;7;7;7
1418;Супса;42;41,8;7;7;7;7;6;7;7;7
1419;Вани;42,1;42,5;7;7;7;7;7;7;7;7
1420;Ацана;42,1;42,1;6;7;7;8;7;7;6;6
1421;Напареули;42,1;45,5;5;5;6;7;7;7;7;6
1422;Мта-Сабуети;42;43,5;6;6;6;6;6;6;6;6
1423;Ахмета;42;45,2;11;7;7;7;7;7;7;11
1424;Дабла-Цихе;42;42,3;7;7;7;7;7;7;7;7
1425;Орджоникидзе;42;43,2;11;11;6;7;6;11;11;7
1426;Уреки;42;41,8;9;9;9;9;9;9;9;9
1427;Диди-Вани;42;42,4;6;6;6;6;6;6;6;6
1428;Ципа;42;43,4;6;7;11;11;11;7;6;6
1429;Xашури;42;43,6;6;7;7;6;6;6;6;7
1430;Скра;42;44;7;7;7;7;6;7;7;7
1431;Сиони;42;45;7;11;6;7;7;11;6;7
1432;Шрома;41,9;41,9;5;5;5;4;4;6;6;4
1433;Гори;41,9;44,1;6;6;6;6;6;5;6;7
1434;Кварели;41,9;45,8;6;6;7;7;7;7;7;6
1435;Вакиджвари;41,9;42,1;5;5;5;5;5;5;5;5
1436;Мухрани, агро;41,9;44,6;6;6;7;7;6;6;7;7
1437;Телави,агро;41,9;45,5;6;6;6;6;6;6;6;6
1438;Анасеули;41,9;42;7;7;7;5;5;7;7;7
1439;Саирме;41,9;42,8;7;7;6;6;7;6;11;11
1440;Цинандали;41,8;45,6;6;6;6;6;6;6;6;6
1441;Бахмаро;41,9;42,3;11;6;6;6;6;6;8;7
1442;Боржоми;41,8;43,4;11;11;6;11;11;6;6;11
1443;Ормоци;41,8;43,9;11;6;6;6;6;6;7;6
1444;Лагодехи, ГМС;41,8;46,3;6;6;6;7;7;7;7;6
1445;Цеми;41,8;43,5;6;6;6;7;6;6;6;6
1446;Дигоми;41,8;44,8;6;7;7;7;7;6;6;6
1447;Зегаани;41,8;45,7;6;6;6;6;6;6;6;6
1448;Марткоби;41,8;45;7;6;7;7;7;7;7;7
1449;Абастумани;41,8;42,8;6;6;11;6;7;6;11;6
1450;Гурджаани;41,8;45,8;6;7;7;7;6;6;5;5
1451;Бакуриани, агро;41,7;43,5;6;7;6;6;6;7;7;7
1452;Сагареджо;41,7;45,3;6;6;6;8;7;7;6;6
1453;Тбилиси, ГМО;41,7;44,8;6;5;5;7;5;5;5;7
1454;Самгори, вдхр;41,7;44,9;7;7;7;7;7;7;7;7
1455;Манглиси;41,7;44,4;7;7;7;7;7;7;7;7
1456;Тбилиси, парк Мтацминда;41,8;44,7;8;8;7;8;7;7;7;8
1457;Адигени;41,7;42,7;11;6;11;6;6;6;6;6
1458;Цхрацкаро;41,7;43,4;5;5;6;5;6;5;5;5
1459;Тбилиси,АМСГ;41,7;45;7;6;7;7;7;7;7;7
1460;Вазиани;41,7;45,1;7;7;7;7;7;7;7;7
1461;Коджори;41,7;44,7;11;6;6;7;7;7;11;11
1462;Ахалцихе;41,7;43;8;8;8;8;8;8;8;8
1463;Циори, ГМС;41,6;46;8;8;8;8;8;8;8;8
1464;Сигнахи;41,6;45,9;4;5;5;5;5;5;5;5
1465;Цалка;41,6;44,1;7;7;6;7;7;7;7;7
1466;Иормуганло;41,6;45,5;7;7;7;7;7;7;7;7
1467;Аспиндза;41,6;43,3;8;11;6;7;7;7;7;7
1468;Рустави;41,6;45;7;7;7;7;7;7;7;7
1469;Тетри-Цкаро;41,6;44,5;5;5;5;6;6;7;6;6
1470;Удабно;41,5;45,4;5;5;5;6;6;7;6;6
1472;Марнеули;41,6;44,8;7;7;7;7;7;5;6;6
1473;Радионовка;41,5;43,9;6;6;6;5;5;6;6;6
