MSID;Название;Широта;Долгота;V10 по месяцам, январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;V100 по месяцам, январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;V200 по месяцам, январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;m по месяцам,январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;Среднее m;a;b;R
34730;Ростов-на-Дону;45,3;39,8;6,9;7,8;6,3;5,5;4,9;3,9;4,3;4,1;4,2;4,4;5,9;5,9;9;10;9,1;8,6;8,5;7,4;8,3;8,1;8;8,7;10;9,4;9,4;10,7;9,9;9,3;9,4;7,6;8,7;8,4;8,4;9,4;10,6;9,8;0,11539341870207;0,10790539730952;0,159700842867512;0,194135761749324;0,239222845685779;0,278167112704477;0,285609636796487;0,295701162158914;0,279840696594043;0,296066576132431;0,229147988357856;0,202275841957554;0,223597273417997;2,4157;-1,473;0,938988817824792
34560;Волгоград;48,7;44,3;7,9;7,9;7,4;6,4;5,8;4,9;4,8;5,1;5,1;6,2;6,7;7,3;9,7;9,7;9,5;9,4;8,9;7,7;7,9;7,8;7,8;9,1;8,7;9,5;10,1;10,2;10,1;9,9;9,4;8,2;8;8,2;8,2;9,5;9,2;10;0,0891446429758034;0,0891446429758034;0,108491885557872;0,166947879615811;0,185962013081976;0,196294645143968;0,216385853914854;0,184524426592544;0,184524426592544;0,16664970282284;0,113444449917792;0,114400745168392;0,151326276196683;2,8101;-1,627;0,943080060228187
37018;Туапсе;44,1;39,1;6,7;6,5;5,7;3,4;3,5;3,2;3;2,8;4;4,3;6,2;7,6;8,5;8,4;7,9;5,9;5,7;5,6;5,6;5,4;6,7;6,3;7,8;9,4;8;8,1;7,5;5,5;5,3;5,1;4,9;4,8;5,7;5,3;7;9,2;0,103344123013466;0,111365929419026;0,14175223561795;0,239373094599889;0,211806811322216;0,243038048686294;0,271066772286538;0,285235728480749;0,224014811372864;0,165872093873995;0,0997029131922265;0,0923142613189073;0,182407235265343;0,9749;-1,171;0,982903861015918
37054;Минеральные воды;44,2;43,1;3,6;4;3,8;3,6;3;2,5;2,7;2,6;3;2,8;3,5;3,4;6,5;6,8;6,8;6,5;5,7;5,3;5,4;5,6;5,8;5,7;6,4;6,5;6,9;7,2;7;7,1;6,2;5,7;6;5,9;6,3;6,2;6,8;7;0,256610855875568;0,230448921378274;0,252725316089426;0,256610855875568;0,278753600952829;0,326335860928751;0,301029995663981;0,333214679035382;0,286306738843275;0,308716824330272;0,262111929633612;0,2814344396006;0,281191668183962;0,6117;-0,678;0,964105803322436
36003;Павлодар;52,3;76,9;5,3;5;4,5;4,6;4,7;4;3,4;3,7;4,1;5,1;5,5;5,3;9,8;8,2;7,9;8,4;8,5;7,9;6,7;7;7,9;9;9,3;8,8;9,2;8,1;7,8;8,5;8,8;8,2;6,7;7;7,6;8,7;8,9;9;0,266950206091706;0,214843848047698;0,244414577515098;0,261521454380308;0,257321067778575;0,295567099962479;0,294595885658571;0,276896315947262;0,284843234570706;0,246672333341389;0,228120259059691;0,22020680254938;0,257662757075239;0,5954;-0,556;0,786829079279611
36177;Семипалатинск;50,3;80,3;3,2;2,6;2,1;2,3;2,4;2;1,7;1,6;1,5;2,4;3;2,6;7,3;6,7;6,1;6,8;6,7;6,5;6,4;6;6,5;8;7,8;7,3;7,7;6,9;6,3;6,9;6,8;6,6;6,6;6,2;6,6;8,2;7,9;7,2;0,35817288180055;0,411101454730008;0,463110540276848;0,470781076688643;0,44586356098922;0,511883360978874;0,575731052605613;0,574031267727719;0,636822097587174;0,522878745280338;0,414973347970818;0,448349512149638;0,486141574898787;0,804;-0,645;0,938402898546248
28952;Костанай (город);53,2;63,6;4;3,9;3,9;3,6;3,6;3,2;2,8;3;3,2;3,9;4,2;4,2;10,1;9,6;10,1;9,1;9,4;8,6;7,4;8,2;9,2;9,9;10,8;10,4;9,7;9,2;9,8;8,9;9,6;8,5;7,2;8;8,9;9,7;10,5;10,1;0,40226138245468;0,391206626013069;0,413256766756143;0,402738891553806;0,416825352832411;0,429348472923662;0,422073688388757;0,436692597664054;0,458637849025649;0,404570587571051;0,410174465089049;0,39378404890088;0,415130894097768;0,5679;-0,246;0,728422954058973
35394;Караганда;49,8;73,2;4,4;4,3;4,2;3,8;3,6;2,7;2,6;2,7;2,6;3,9;4;4,1;10;9;8,6;8,2;8,5;7,9;7,2;7,8;8,1;9,5;9,5;9,2;9,9;8,6;8,5;8;8,3;7,6;7,1;7,3;8;9,1;9,3;8,9;0,356547323513813;0,320774053859738;0,311249160845667;0,334030255766907;0,373116424947005;0,466263327131454;0,44235914846045;0,460730838531493;0,493511670907832;0,386658998262349;0,375663613960885;0,35100397062582;0,389325732234451;0,8903;-0,669;0,920434679920308
35108;Уральск;51,3;51,4;5,3;5;5,1;4,6;3,9;3,3;3;3,4;3,4;4,1;4,8;5,2;8;8,1;8;8,6;8,1;7,5;7,3;7,6;7,7;8,4;8;8,4;8,4;8,5;8,7;9,1;8,4;7,4;7,2;7,8;8;8,7;8,3;9,1;0,178814117391155;0,209515014542631;0,195519810894007;0,271740619561994;0,317420411852151;0,356547323513813;0,386201605400793;0,349334675238536;0,355011808130227;0,311495429342146;0,221848749616356;0,208275942427082;0,280143792325908;1,7399;-1,301;0,964416922290355
35746;Аральск;46,8;61,7;5,7;5,3;5,3;5,5;4,9;4,5;4,4;4,9;4,6;5,1;5,5;5,4;9,5;9,3;8,8;9,7;8,9;8,6;8;9,4;8,8;8,5;8,9;8,7;9;9;8,5;9,7;8,9;8,4;7,9;9,4;8,4;8,3;8,6;8,3;0,221848749616356;0,244207078953146;0,22020680254938;0,246409044772001;0,259193926616399;0,281285937468224;0,259637310505756;0,282931773571185;0,281724840468595;0,221848749616356;0,209027317150669;0,20712549279565;0,24462058534031;1,3408;-1,051;0,77343390150678
35700;Атырау (Гурьев);47;51,8;5,7;5,7;5,7;4,8;4,5;3,7;2,8;3,4;3,9;4;4,6;5,3;8,8;9,4;8,6;9;8,9;7,9;7,3;7,4;8,5;8,6;8,7;9,1;9,2;9,4;9;9,4;9,3;8;7,5;7,7;8,6;8,7;9,1;9,6;0,188607816477677;0,217252997927207;0,178623595571076;0,273001272063738;0,296177492869569;0,329425367223446;0,416164828778237;0,337752802688721;0,338354318687794;0,332438459915605;0,276761420937044;0,234765522720305;0,284943824655035;1,3632;-1,076;0,944298681562142
38062;Кызылорда;44,8;65,5;4;4,6;4,1;4,1;3;3;2,8;3,1;3,1;2,6;3,1;3,8;8,9;8,6;8,2;8,7;9;8,5;8;8,5;8,4;7,8;8,5;8,4;9,3;9,1;8,5;8,8;8,9;8,8;8,4;9,1;8,8;7,9;8,4;8,7;0,34733001531695;0,271740619561994;0,301029995663981;0,326735395898883;0,477121254719662;0,45229767099463;0,455931955649724;0,43805723188002;0,432917592227609;0,477121254719662;0,43805723188002;0,344495689445072;0,396902992329851;1,3949;-1,044;0,97144222679478
35796;Балхаш;46,9;75;5,6;6;5,9;5,8;5,3;4,9;4,6;4,9;5,2;4,7;4,9;5,5;8,6;9,1;9,8;9,7;9,2;8,6;8,5;8,7;9,1;8,4;8;8,3;7,7;8,2;8,9;10;8,9;8,1;8;8,2;8,5;7,9;7,4;7,8;0,186310424237367;0,18089014193745;0,220374064050351;0,223343740703308;0,239511957744766;0,244302371215054;0,266661094032719;0,249323172590105;0,243038048686294;0,252181428126164;0,21289390696343;0,17871540288183;0,224795479430737;1,3382;-1,08;0,718331399842719
36870;Алма-Ата;43,2;76,9;0,9;0,9;1,2;1,3;1,6;1,9;1,7;1,7;1,4;1,2;1;0,9;1,9;1,9;2,5;2,5;2,9;3,3;3,1;2,9;2,7;2,2;2;1,9;1,7;1,7;2,4;2,5;2,7;3,2;3;2,8;2,4;2;1,8;1,7;0,324511091513504;0,324511091513504;0,318758762624413;0,283996656365201;0,258278015243031;0,239760338925059;0,260912772455999;0,231949076520682;0,285235728480749;0,263241434774581;0,301029995663981;0,324511091513504;0,284724671299517;0,3109;-0,402;0,903050386191158
36859;Панфилов (Джаркент);44,2;80,1;1,7;1,8;2,7;3,2;3,2;3;2,4;2,3;2,5;2,2;2,1;1,9;3,5;3,8;4,9;5,8;6,2;6,2;5,9;5,8;5,1;4,6;4,4;3,5;3,1;3,2;4,6;5,8;6,2;5,9;5,5;5,5;4,7;4,3;4;3;0,313619122972002;0,324511091513504;0,258832315869526;0,258278015243031;0,287241711178348;0,315270434778591;0,390640769930538;0,401700157545344;0,309630167425899;0,320335150859368;0,321233381752268;0,265314443397447;0,313883896872156;0,3623;-0,178;0,27
38507;Красноводск;40;52,5;3,3;3,2;3,5;2,8;2,7;2,9;3,3;3;2,8;2,3;2,6;3,4;7,1;7,2;7,1;6,9;7;7,1;7,5;7,6;7,2;6,5;6,6;7,4;7;6,7;7,1;7,1;7,1;7,9;8,4;8;7,1;6,5;6,3;7;0,332744408841188;0,352182518111362;0,3071903043688;0,391691059395036;0,41373427585527;0,388860350820119;0,356547323513813;0,403692337561129;0,410174465089049;0,451185520625263;0,404570587571051;0,337752802688721;0,379193829536733;0,9328;-0,834;0,934933152690608
38750;Гасан-Кули;37,5;54;2;2;2,4;2,7;2,6;2,5;2,8;2,1;1,9;1,8;1,9;1,9;6,1;6;6,2;6;5,4;5,6;4,8;4,5;4,7;5,5;5,7;6;4,8;4,7;5,2;5,2;4,8;5,3;5,3;4,7;4,6;4,3;4,2;4,6;0,484299839346786;0,477121254719662;0,412180447786648;0,346787486224656;0,317420411852151;0,350248018334163;0,234083206033368;0,330993219041424;0,393344256982889;0,485090184390938;0,477121254719662;0,499397649430815;0,400673935738597;1,0067;-1,204;0,821340367935243
38687;Чарджоу;39,1;63,6;3,4;3,1;3,5;3;3,1;2,8;2,8;3;3;2,6;2,5;3;7,4;6,8;7,9;8;8,5;8,4;8,2;8,9;8,9;7,3;6,8;6,7;8,1;7,1;8,4;8,7;9;9;8,6;9,3;9,1;7,7;7,3;7,1;0,394711038541839;0,384367201482764;0,401145148547249;0,437612713435989;0,477121254719662;0,48902047801937;0,455126961013495;0,499687082618404;0,463110540276848;0,501944838444695;0,532979072184663;0,477121254719662;0,459495632000387;0,6608;-0,449;0,725672102261069
38880;Ашхабад;38;58,3;1,7;1,7;2,1;2,3;2,8;3,6;2,8;2,6;2,3;1,7;1,2;1,6;4,4;4,4;4,8;5;5,6;6,5;6,3;5,8;5,3;4,5;4;4,1;3,4;3,6;4,2;4,8;5,5;6,6;6,1;6;4,9;3,9;3,2;3,3;0,413003755107914;0,413003755107914;0,359021942641668;0,337242168318426;0,301029995663981;0,256610855875568;0,352182518111362;0,348454645592119;0,362548033583196;0,42276359239707;0,522878745280338;0,408663874063811;0,374783656811947;0,5634;-0,567;0,957966596494888
37864;Баку;40,4;49,8;5;4,8;5,1;4;3,6;3,8;4,8;4,3;3,8;3,7;4,1;4,4;8,6;8,4;8,9;7,7;7,5;7,9;8,3;7,5;7,9;7,9;8,1;8,8;8,7;8,8;9,1;7,8;7,7;8;8,4;7,6;8,2;7,9;8,3;9,2;0,235528446907549;0,243038048686294;0,241819830546976;0,28443073384452;0,318758762624413;0,317843494673631;0,237836855000487;0,241592807812114;0,317843494673631;0,329425367223446;0,295701162158914;0,301029995663981;0,280404083317996;1,1728;-0,994;0,902496537389479
37985;Ленкорань;38,7;48,8;2,2;2;2,3;1,9;1,6;1,7;1,6;1,6;1,7;2,2;1,7;2;5,1;5,3;4,8;5;5,2;5,2;4,6;4,5;4,7;5,4;4,9;5,7;4,9;4,8;4,7;4,7;4,7;4,9;4;4,1;4,3;5;4,6;5,2;0,36514749527573;0,423245873936808;0,319513401357994;0,42021640338319;0,511883360978874;0,485554422256525;0,458637849025649;0,449092531119419;0,441648936557444;0,389971079000762;0,45974715865024;0,45484486000851;0,431625280962595;0,709;-0,813;0,855569985448298
38457;Ташкент;41,3;69,3;2,3;2,3;2,7;2,4;2,1;2,6;2,1;1,8;1,9;1,9;2;2,1;5;5,2;5,7;5,7;5,5;6,1;5,6;4,6;4,9;4,6;5;4,7;4,3;4,5;4,8;5;4,8;5,3;4,9;4;4,1;3,9;4,4;4,2;0,337242168318426;0,354275507617206;0,324511091513504;0,375663613960885;0,418143394760325;0,370356487039949;0,425968732272281;0,407485326578268;0,411442479075685;0,384004230728745;0,397940008672038;0,349878563201798;0,379742633644926;0,5464;-0,475;0,678380424245865
38413;Тамды;41,7;64,6;3,6;3,7;3,7;3;2,4;2,1;1,9;1,6;1,8;2;2,8;3,3;6,5;6,2;6,8;6,4;6,2;6,5;6,1;6,5;6;5,8;6,1;6;6,7;6,3;6,9;6,4;6,5;6,8;6,4;6,9;6,2;5,9;5,9;6,2;0,256610855875568;0,224189965431259;0,264307188639241;0,329058719264225;0,412180447786648;0,490694061908936;0,506576234057938;0,608793373986931;0,522878745280338;0,462397997898956;0,338171803668548;0,259637310505756;0,389624725358695;1,0285;-1,092;0,986813052203912
38613;Джалалабад;40,9;72,9;1,5;1,8;2,1;2,1;2,6;3,3;3,1;2,8;2,4;2,1;2;1,7;2,6;3,1;3,4;3,7;4,3;5,1;4,7;4,5;4,1;3,6;3,2;3;2;2,4;2,7;2,9;3,3;3,7;3,5;3,2;2,9;2,6;2,4;2,2;0,238882088915137;0,236089188730967;0,209259622308336;0,245982429333076;0,218495107608769;0,189056236220049;0,180736164101445;0,206054482433124;0,232572615008129;0,234083206033368;0,204119982655925;0,246672333341388;0,220166954724143;0,2863;-0,333;0,777303029712351
38353;Бишкек;42,8;74,6;2;1,8;2,3;2,2;2;2,2;2,3;2,1;2;2,1;1,9;2;3,5;3,3;3,8;4;3,8;4;4,2;3,7;3,9;3,5;3,2;3,1;3,3;3,1;3,7;3,9;3,7;3,8;3,8;3,6;3,5;3,4;3,1;3;0,243038048686294;0,263241434774581;0,218055760599217;0,259637310505756;0,278753600952829;0,259637310505756;0,261521454380308;0,245982429333076;0,290034611362518;0,221848749616356;0,226396377367077;0,190331698170291;0,246539898854505;0,2576;-0,069;0,0435889894354067
38836;Душанбе;38,6;68,8;1,2;1,3;1,7;1,5;1,1;1,2;1;0,4;0,4;0,7;0,8;1;3,1;3,1;3,7;3,4;3;3,3;2,8;2,2;2;2,2;2,6;3;3,1;3,1;3,6;3,3;3,2;3,3;2,9;2,2;2;2,3;2,4;3;0,412180447786648;0,377418341527436;0,337752802688721;0,355387657986574;0,435728569561437;0,439332693830263;0,447158031342219;0,740362689494244;0,698970004336019;0,497324640807949;0,511883360978874;0,477121254719662;0,47755170792167;0,4498;-0,508;0,984225583898326
37789;Ереван;40,1;44,5;0,3;0,3;0,4;0,3;0,3;0,4;0,4;0,4;0,2;0,1;0,2;0,2;2,8;2,7;3,3;3,5;3,6;3,6;4,2;3,9;3,4;2,9;2,9;2,7;2,7;2,7;3,1;3,4;3,6;3,5;3,9;3,8;3,3;3,1;2,7;2,5;0,970036776622557;0,954242509439325;0,916453948549925;1,06694678963061;1,07918124604762;0,954242509439325;1,02118929906994;0,989004615698537;1,23044892137827;1,46239799789896;1,16136800223497;1,13033376849501;1,07798719870875;0,7261;-0,297;0,931933474020544
37260;Сухуми;42,9;41,1;2,7;2,6;3;2,5;2,1;1,9;1,7;1,7;2,2;2,4;2,7;3,3;3,6;3,1;3,4;3,3;2,7;2,5;2,2;2,3;2,8;2,8;3,3;3,9;3,3;3,1;3,5;3,3;2,6;2,3;2;2;2,5;2,6;3,1;4,1;0,1249387366083;0,0763883458634547;0,0543576623225927;0,12057393120585;0,109144469425068;0,119186407719209;0,111973759443932;0,131278914639319;0,104735350520013;0,0669467896306132;0,0871501757189001;0,0725506671486117;0,0982687675204886;0,203;-0,89;0,66098411478643
37549;Тбилиси;41,7;45;2;1,8;2,9;2,1;2,1;2,4;2,4;2,1;1,9;1,6;1,8;1,3;3,6;3,4;4,2;3,9;3,8;4,2;4,1;4,3;3,9;3,4;3,7;3,1;4,3;4;5;4,4;4,4;4,8;4,6;4,7;4,3;3,9;4,1;3,6;0,255272505103306;0,276206411938949;0,160851292498944;0,26884531229258;0,257564301882891;0,243038048686294;0,232572615008129;0,311249160845667;0,31231100607367;0,32735893438633;0,312929218963689;0,377418341527436;0,277968095767324;0,5238;-0,947;0,902884267223657
33036;Мозырь;52;29,2;5,1;5,1;5,1;4,3;4;3,5;3,6;4;4,6;4,6;5,1;4,6;8,8;8,9;9;8;7,6;7,2;7,3;8,2;9,1;9;8,7;8,5;9,3;9,5;9,9;8,8;8,3;7,6;7,5;8,6;9,5;9,7;9,4;9,1;0,236912496052232;0,241819830546976;0,246672333341389;0,269621531412357;0,278753600952829;0,313264452080993;0,307020359353169;0,311753861055754;0,29628356063952;0,291484677757751;0,231949076520682;0,266661094032719;0,274349739478864;0,7676;-0,695;0,856971411425142
26850;Минск;53,9;27,5;3,7;3,7;3,5;2,7;2,1;2,1;2,2;2,1;2,6;3;3,8;3,6;8;7,9;8,5;8;7,1;7,8;7,7;7,5;8,1;8,4;8,7;8,9;9,1;9,5;9,5;9,1;7,6;7,8;8,2;8;9;9,4;9,7;9,6;0,334888262924948;0,329425367223446;0,385350881364017;0,471726222832956;0,529039053985156;0,569875307956561;0,544068044350276;0,552841968657781;0,493511670907832;0,447158031342219;0,359735656001808;0,393087505877626;0,450892331118719;1,0069;-0,786;0,968865315717309
33008;Брест;52,1;23,7;3,4;3,4;3,2;2,7;2;2;2;2;2,2;2,4;3,7;3,1;8,7;8,7;9,6;8,1;7,6;7,5;7,9;7,5;8,2;8,8;8,5;7,7;9;9,1;9,6;8,3;7,6;7,5;7,8;7,7;8,7;8,8;9,3;8,5;0,408040335576363;0,408040335576363;0,477121254719662;0,477121254719662;0,57978359661681;0,574031267727719;0,59659709562646;0,574031267727719;0,57139117156151;0,564271430438563;0,361217201647298;0,395129031338209;0,498897936939695;0,9723;-0,713;0,949894731009705
34300;Харьков;49,9;36,3;5,3;5,4;4,7;4,2;3,8;3,1;3,2;3,1;3,2;3,9;4,6;4,8;7,2;7;7;6,7;6,5;5,9;6,1;6;6,4;7,1;7;7;8,3;8,2;8,2;8;7,6;6,5;6,9;7,1;7,4;8;8,1;8;0,133056626830479;0,112704280191288;0,173000182078539;0,202825512302926;0,233129760026045;0,279490317807872;0,280179856690861;0,286789556549371;0,301029995663981;0,260193741692576;0,182340208332683;0,16385680263867;0,217383070067108;1,6593;-1,492;0,961041102138717
33345;Киев;50,4;30,5;4,1;3,8;3,9;3,1;2,7;2,4;2,4;2,4;2,6;2,8;3,5;3,4;8,1;8,4;8,4;7,9;7,4;7,2;7;7,5;7,8;8;8,4;7,6;9;9,1;9,1;8,3;7,8;7,4;7,3;8;8,5;8,5;8,9;8,2;0,295701162158914;0,344495689445072;0,333214679035383;0,406265397456169;0,437867955571989;0,477121254719662;0,464886798302651;0,494850021680094;0,477121254719662;0,455931955649724;0,380211241711606;0,349334675238536;0,409750173807455;1,0075;-0,822;0,968762096698668
33791;Кривой Рог;47,9;33,3;5,6;6,1;4,8;4,4;3,8;3;3,1;3,1;3,4;3,7;4,5;4,9;8,3;8,5;8;7,9;7,2;6,7;7;7,3;7;7,7;8;8,2;8,6;8,9;8,2;8,3;7,5;6,7;7,1;7,4;7,2;7,8;7,8;8,3;0,170890065369874;0,144089090703526;0,221848749616356;0,254174414804254;0,277548899814458;0,348953547981164;0,353736346179984;0,371961166286183;0,313619122972002;0,318289001105487;0,2498774732166;0,223617772355203;0,270717137533758;1,4286;-1,208;0,976422039898732
33631;Ужгород;48,6;22,3;2,4;2,6;2,9;2,6;2,5;2,4;2,2;2,1;2,3;2,6;3;2,5;4,8;4,9;5,4;5;5;5;4,7;4,6;4,7;4,9;5,1;4,7;4,9;5,2;5,5;5,2;5,1;4,9;4,7;4,5;4,8;5,1;5,5;4,8;0,301029995663981;0,275222732057696;0,269995761924012;0,283996656365201;0,301029995663981;0,318758762624413;0,329675177113511;0,340538536947655;0,310370021918125;0,275222732057696;0,230448921378274;0,27415784926368;0,292537261914852;0,7037;-0,965;0,931718841711382
33837;Одесса;46,5;30,6;5,1;5,3;4,5;4;3,7;3,5;3,7;3,6;3,8;4,1;4,9;5,1;9,5;9,4;8,2;7,5;8,3;8,1;7,7;8;8,1;8,2;8,7;8,8;9,2;9;8,7;7,6;8;7,6;7,5;7,9;7,7;8,2;8,7;9,1;0,270153429190911;0,24885198399891;0,260601338608373;0,273001272063738;0,350876368309079;0,364416974528374;0,318289001105487;0,346787486224656;0,32870142226184;0,301029995663981;0,249323172590105;0,236912496052232;0,295745411716474;1,0835;-0,908;0,920597631976098
33658;Черновцы;48,3;26;3,3;3,4;2,9;2,5;1,9;1,6;1,8;1,8;1,4;1,9;3,2;3,2;6,6;6,7;6;6,1;5,9;5,3;5,5;5,4;5;5,8;6,5;6,1;7,8;7,8;7,4;7,3;7,1;6,5;6,7;6,6;6,2;6,8;7,7;7,4;0,301029995663981;0,294595885658571;0,315753252484688;0,387389826338729;0,492098410689315;0,520155886944864;0,485090184390938;0,477121254719662;0,552841968657781;0,484674392610108;0,30776337832295;0,280179856690861;0,408224524431037;0,7707;-0,8;0,985139584018427
33393;Львов;49,8;24;4;4,3;3,9;3,5;2,8;2,6;2,8;2,6;2,9;3,3;4,3;3,6;7,2;7,3;7,3;6,8;6,1;6;6,2;5,8;6,4;7;7,5;6,8;8,4;8,3;8,6;8;7,1;7;7,1;6,7;7,4;8;8,8;7,9;0,255272505103306;0,229854404540869;0,272258253093957;0,288440868355961;0,338171803668548;0,363177902412826;0,345233658156035;0,348454645592119;0,343781976084931;0,326584100136369;0,241592807812114;0,276206411938949;0,302419111407999;0,7969;-0,815;0,973601561214853
33317;Шепетовка;50,2;27;4,7;5,1;4,6;3,8;3,1;2,6;2,6;2,9;3,1;3,6;4,7;4;7,7;8;8,5;7,9;7,8;6,9;7,2;7,9;8,6;8,2;7,9;7,7;8;8,6;8,7;8;7,8;7;6,8;7,8;8,4;8,8;7,9;8,1;0,214392867236764;0,195519810894007;0,266661094032719;0,317843494673631;0,400732908856208;0,423875742766437;0,44235914846045;0,435229093391485;0,443136757409295;0,357511351616429;0,225529233354724;0,28443073384452;0,333935186378056;1,5322;-1,212;0,959531135503168
26422;Рига;57;24,1;3,4;3,2;3,1;2,3;1,9;1,9;1,9;1,9;2,5;2,7;3,4;3,1;7,1;7,3;7,2;6,8;6,2;6,2;6,3;6,3;6,8;7,5;7,7;7,3;9,2;9;9,2;8,7;7,7;7,8;7,9;7,9;8,8;9,6;9,5;9,1;0,31977943167682;0,35817288180055;0,365970802596996;0,470781076688643;0,513638088545425;0,513638088545425;0,520586948500753;0,520586948500753;0,434568904034199;0,443697499232713;0,355011808130227;0,371961166286183;0,432366137044891;0,8293;-0,714;0,976831612920057
26406;Лиепая;56,7;21;5,3;5,3;5,7;4,4;3,6;3,7;3,5;3,6;4,1;4,6;5,7;4,9;7,5;7,4;8;6,9;6,1;6,4;6,2;6,4;6,9;7;7,6;7,4;8,4;8,4;9,1;7,8;7;7,3;7,1;7,2;7,9;8,3;9;8,5;0,150785393790911;0,144955850130187;0,147215131319452;0,195396414251068;0,22902733424348;0,237978249916892;0,248323645147978;0,2498774732166;0,22606523401752;0,182340208332683;0,1249387366083;0,179035639702463;0,192994942556461;1,2268;-1,254;0,973190628808149
26629;Каунас;54,9;23,9;3,5;3,5;3,4;2,9;2,4;2,5;2,5;2,6;2,9;3,2;3,7;3,4;7,3;7,3;7,3;6,8;5,9;6,2;6,5;6,4;7,2;7,4;7,7;7,5;8,4;9,1;8,6;8,1;7;7,1;7,5;7,8;8,5;8,9;9,2;8,5;0,31925481577018;0,31925481577018;0,331843943078201;0,37011091480728;0,390640769930538;0,394451680826216;0,414973347970818;0,391206626013069;0,394934498532312;0,36408174141107;0,318289001105487;0,343582346349445;0,362718708463733;0,6864;-0,583;0,930913529818962
26038;Таллинн;59,4;24,8;5,7;4,9;5,4;4,6;4,2;3,7;4;4;5,3;6,5;6;6;8,5;8;8,6;7,8;7,4;6,8;7,2;6,9;8;9;9,1;8,5;9,3;8,8;9,2;8,5;8,1;7,4;7,6;7,7;8,6;9,7;9,9;9,1;0,173544070041801;0,21289390696343;0,202104691420599;0,229336771008906;0,245982429333076;0,264307188639241;0,255272505103306;0,236789099409293;0,178814117391155;0,141329152796469;0,18089014193745;0,151267675330649;0,206044312447948;1,0841;-1,051;0,953781945729735
